text,sentiment,url
"A Colorado couple is charged with first-degree murder in the March death of their 11-year-old son, who was forced to drink large amounts of water. Father Ryan Sabin and stepmother Tara Sabin of Black Forest were arrested Tuesday after a months-long investigation and are now held without bail at the El Paso County jail, reports the Colorado Springs Gazette. According to an affidavit, the couple directed Zachary Sabin to drink water because his urine was ""really dark and really smelly"" and he had a bedwetting problem as a result of a hereditary condition. But the water turned out to be what killed him. In addition to finding bruises across his body and blood on his head, the county coroner's office concluded Zachary died of forced water intoxication after he was made to drink 96 ounces of water, or 2.8 liters, in four hours on March 10.Ryan Sabin, a public affairs sergeant at Fort Carson, told authorities he pressed his son to chug the water even after the boy started throwing up, per CBS Denver. A child witness said he threw up at least 10 times, per the Gazette. Zachary continued to drink water as the rest of the family ate dinner, then began to have a tantrum on the kitchen floor around 9pm. His father allegedly kicked the boy twice, then lifted him up, causing him to fall back and hit his head. Ryan said Zachary was acting strangely—staring, stumbling, and grunting—but began snoring as he was put to bed around 11:15pm. He was found dead the next morning with foam at the mouth. Both parents are charged with first-degree murder, child abuse resulting in death, and six counts of misdemeanor child abuse, per KKTV. The affidavit lists five other children, aged 2 to 15, as victims of abuse. (Read more child murder stories.)",neg,"https://www.newser.com/story/292413/cops-parents-forced-boy-to-drink-lethal-amount-of-water.html
"
"Jean Kennedy Smith, the former US ambassador to Ireland and last surviving sibling of John F. Kennedy, has died. The eighth of nine children, also known as ""the quiet Kennedy,"" Kennedy Smith passed away of an unknown cause Wednesday at her Manhattan home, aged 92, reports the Washington Post. She wasn't simply known for her famous name. Kennedy Smith became ""the first Kennedy woman of her generation to take on a serious political role"" in serving as ambassador to Ireland from 1993 to 1998—a role in which she ""helped pave the way for a formal agreement to end decades of sectarian violence in Northern Ireland,"" per the New York Times. Against US policy, she visited the British province of Northern Ireland to meet with Gerry Adams, leader of the Irish Republican Army’s political wing, Sinn Fein.Kennedy Smith, the widow of New York financier Stephen E. Smith, assisted Adams in traveling to the US, where he called for a ceasefire and the British withdrawal from Ulster. A ceasefire came six months later, in August 1994. When it broke down two years later, Kennedy Smith continued to advocate for peace and eventually saw the passage of 1998's Belfast Agreement. Historian Arthur Schlesinger Jr. once said she ""may well be the best politician of all the Kennedys,"" per the Post. ""I felt I was in a position where I could contribute,"" she later said. Kennedy Smith also introduced her friend Jacqueline Bouvier to her brother John, took part in her brothers' political campaigns, and did charity work on behalf of disabled children, for which she received the Presidential Medal of Freedom in 2011. She's survived by four children and six grandchildren. (Read more Jean Kennedy Smith stories.)",neg,"https://www.newser.com/story/292420/jfks-last-surviving-sibling-is-dead.html
"
"The ""terribly painful"" sudden death of a congressman's wife in Kentucky has some preliminary answers. Gary Ginn, the coroner for Fayette County, tells People that ""an autopsy was necessary"" to find out what happened to Eleanor Carol Leavell Barr (known as Carol), wife of Rep. Andy Barr, as she had died suddenly Tuesday at the age of 39, with ""no explanation."" The initial findings: Her death looks to have been caused by mitral valve prolapse, aka floppy heart syndrome or Barlow's syndrome, a condition in which the heart's mitral valve doesn't close correctly, leading blood to leak the wrong way. Most people who have MVP don't have symptoms or suffer complications—meaning some may not even know they have it.""At this time of tremendous grief and pain, we ask for prayers for our beautiful, dear, and precious Carol, the greatest, most selfless and giving wife, mother, daughter, sister, and friend anyone could ever have,"" Andy Barr said in a statement. Meanwhile, the Lexington Herald-Leader reports that Josh Hicks, Andy Barr's likely Democratic challenger in the fall for a chance to represent Kentucky's 6th District, says he will ""pause all public events and pull down all advertising out of respect for Congressman Andy Barr and his family."" Funeral arrangements are still being made. ""She's got two beautiful daughters and it just is a misfortune,"" Ginn tells People. ""It's horrible."" (Read more congressman stories.)",neg,"https://www.newser.com/story/292418/initial-findings-in-on-sudden-death-of-congressmans-wife.html
"
"The wife of a US Congressman from Kentucky died unexpectedly in the family's home Tuesday night at the age of 39, news outlets reported. Eleanor Carol Leavell Barr, the wife of Rep. Andy Barr, passed away in Lexington, Barr's chief of staff said in a statement, per the AP. The Fayette County coroner was called to the family's home following the announcement of her passing, WKYT-TV reports. ""During this tragic time, we respectfully ask for privacy for Congressman Barr and his family to grieve Mrs. Barr being called home to heaven,"" the statement added. ""Congressman Barr may release a more detailed statement at a later date, but right now is solely focused on being a father to his two beautiful daughters.""Senate Majority Leader Mitch McConnell said in a statement he and his wife are ""stunned and heartbroken"" by the news, sending their ""sincere condolences to Andy, their family, and his staff at this terribly painful time."" Condolences for her passing flowed in through the night from other Kentucky politicians, including Gov. Andy Beshear and Sen. Rand Paul. Barr, who went by Carol, grew up in the state and went on to attend the University of Kentucky, news outlets report. She married Andy Barr in 2008, and the couple went on to have two children. She'd worked for Pfizer, and as the executive director of Lexington's Henry Clay Center for Statesmanship. Rep. Barr represents Kentucky's 6th District, which includes the cities of Lexington, Richmond, and Frankfort.(Read more congressman stories.)",neg,"https://www.newser.com/story/292369/ky-pols-stunned-at-sudden-death-of-congressmans-wife.html
"
"The young teen who took a plea deal in the death of Tessa Majors was sentenced Monday to 18 months in juvenile detention, at least six of which will be served in a facility before he could potentially be released and monitored, USA Today reports. The boy, who was 13 when Majors was killed in a New York City park in December, escaped murder charges by pleading guilty to a single count of first-degree robbery; the other two teens who are accused, including the one who allegedly stabbed Majors in a robbery gone wrong, are awaiting trial as adults for felony murder and robbery. Inman and Christy Majors, Tessa's parents, released a victim impact letter after the sentencing hearing in which they make clear they do not agree with the way the judicial process has played out, NBC New York reports.""From December 12th until this day,"" the letter reads, ""the respondent has shown a complete lack of remorse or contrition for his role in the murder of Tess Majors. By his own admission, the respondent picked up a knife that had fallen to the ground and handed it to an individual who then used it to stab Tess Majors to death. The family can’t help but wonder what would have happened if that knife had been left on the ground."" The letter also expresses dismay at the plea deal's avoidance of the word ""murder"" when describing what happened to Majors, who would have turned 19 on May 11. Hearing Majors' death described as simply a tragedy, the letter says, ""some might wonder if perhaps Tess Majors was involved in an accident. Tess Majors did not die in an accident. Tess Majors was murdered, plain and simple, and no amount of semantic gymnastics changes that fact."" (More on the case here.)",neg,"https://www.newser.com/story/292290/heres-what-tessa-majors-parents-have-to-say.html
"
"Luce Douady was seen as a ""climbing prodigy"" and one of the ""brightest young talents"" in rock climbing, per AFP. But the French 16-year-old Olympic hopeful is dead after falling from a cliff in southeastern France on Sunday, the BBC reports. She reportedly slipped and fell from the approach path on her way to an unexplored sector of the cliff near Grenoble; AFP says the ""tricky"" path between two climbing areas has a handrail. The French Mountain Climbing Federation expressed the ""immense sadness of the climbing community"" in a statement, while the International Federation of Sport Climbing, the sport's governing body, called her a ""young, brilliant and talented athlete."" She was the reigning world junior champion and had achieved many other accomplishments in the climbing world. (Read more rock climbing stories.)",neg,"https://www.newser.com/story/292295/olympic-hopeful-16-killed-in-rock-climbing-fall.html
"
"Rescue crews are searching for an American pilot after an Air Force fighter jet crashed off the coast of England on Monday morning, reports the BBC. The F-15C Eagle went down in the North Sea during a training mission, per the AP. The plane took off from a Royal Air Force base where the American 48th Fighter Wing, also known as the Liberty Wing, is stationed. No word on what caused the crash. The base is about 80 miles east northeast of London, and the plane went down about 75 miles off the coast of East Yorkshire. (Read more fighter pilot stories.)",neg,"https://www.newser.com/story/292258/us-fighter-pilot-missing-after-crash-into-north-sea.html
"
"The 27-year-old daughter of country singer Hank Williams Jr. was killed Saturday night in a car crash. Katherine Williams-Dunning was driving an SUV that was towing a boat on a Tennessee highway when it crossed the median and rolled over around 7:45pm, WKRN reports. Williams-Dunning's husband, 29-year-old Tyler Dunning, was airlifted to a hospital. No word on his condition or the cause of the crash has yet been released, but the Paris Post-Intelligencer reports the couple's SUV was the only vehicle involved, and Williams-Dunning's sister says Dunning is ""awake and responding."" An investigation is ongoing. Williams, the sometimes controversial ""Are you ready for some football"" singer, has four other children. Williams-Dunning, who went by Katie, leaves behind two children, USA Today reports. (Read more Hank Williams Jr stories.)",neg,"https://www.newser.com/story/292242/daughter-of-hank-williams-jr-killed-in-crash.html
"
"The bodies found this week at a rural property in Idaho are those of two children missing since last year, authorities confirmed Saturday. The Rexburg Police Department issued the press release confirming that remains found on Tuesday have been positively identified by the medical examiner's office as belonging to Joshua ""JJ"" Vallow, who was 7 when he vanished in September, and his 17-year-old sister Tylee Ryan, the AP reports. ""It is not the outcome we had hoped; to be able to find the children safe,"" the Rexburg police statement said. Police discovered the two sets of human remains after issuing a warrant at the home of Chad Daybell, who married the children’s mother, Lori Vallow Daybell, a few weeks after the kids were last seen.Relatives confirmed to the media the next day that it was the children. For police, the grisly discovery this week marked a significant break in a monthslong investigation into what happened to the two children. For relatives, their heartbreak was magnified. For cluster of small Idaho towns, it was the denouement of one mystery and the start of another: Where are JJ and Tylee? Right here, and yet irretrievably gone. Why are they gone? That may never be fully answered. The children's mother, Lori Vallow Daybell, has been in jail since February on felony child abandonment and other charges. Her new husband, Chad Daybell, was charged with concealing or destroying the bodies after police searched his rural property Tuesday. (One allegation in the case involves zombies and demons.)",neg,"https://www.newser.com/story/292230/police-identify-remains-found-on-familys-property.html
"
"About half of the world's mountain gorillas can be found in Uganda's Bwindi Impenetrable National Park. That number has just fallen by one, after local wildlife authorities say a male gorilla popular with tourists was killed by a poacher, per Reuters and the BBC. The Uganda Wildlife Authority calls the death of Rafiki, a 25-year-old silverback—who went missing on June 1 and whose body was found the next day in the UNESCO park in Buhoma—a ""big blow."" Rafiki's death appears to have been caused by a spear that pierced his internal organs, per a probe by the UWA, which notes four men have been detained, one of them with rope, spears, and wild hog meat in his possession. The New York Times identifies that poacher as Byamukama Felix. The paper notes that the last time a spear fatally wounded a mountain gorilla was in June 2011, per the International Gorilla Conservation Programme.The UWA notes that Felix claimed he killed Rafiki in self-defense when the gorilla charged at him. ""Whereas the purposeful targeting of mountain gorillas by poachers is rare, this incident highlights the threats posed to mountain gorillas,"" the head of the IGCP says. A UWA rep says Rafiki's death may have dire consequences for the 17-member gorilla group he led, noting his killing ""leaves the group unstable ... [with] the possibility that it could disintegrate."" The UWA says in a statement that the four detained men are being held at a local police station as they await trial; charges against them are unclear, though they could face life in prison or a fine of $5.4 million if convicted of killing an endangered species, per the BBC. Both the World Wildlife Fund and the Dian Fossey Gorilla Fund note there are only about 1,000 or so mountain gorillas left, though their numbers have been rising. (Read more gorilla stories.)",neg,"https://www.newser.com/story/292188/rare-gorilla-who-was-a-hit-with-tourists-killed-by-spear-authorities.html
"
"What appears to have been a neighbors' tiff led to the murder of a popular gospel radio host, say police, who are now on the hunt for her killer. The Baltimore Sun reports that 57-year-old Tyra Womack, an announcer on WEAA's Gospel Grace program for more than three decades, was gunned down Wednesday night in front of her home in the Lauraville neighborhood of Baltimore, where medical personnel pronounced her dead at the scene. ""This was a senseless, tragic murder, as many are,"" a Baltimore Police spokeswoman said, adding that the shooting seems to have been prompted by a dispute between neighbors. Per a Baltimore PD Facebook post, authorities are now looking for suspect Richard Sylvester Green, 56, who is said to be 5-foot-10 and about 180 pounds, and ""should be considered ARMED AND DANGEROUS.""In addition to appearing on Gospel Grace, Womack also worked as an administrative assistant for the US Postal Service, per her LinkedIn. Friends and family are ""numb"" at the news of her murder. ""You're traumatized, because she's one of those unlikely people"" to get killed like this, the head of the First Apostolic Faith Church tells the Sun, adding that Womack's family had attended the church for generations. ""We are heartbroken about her passing and remember her beautiful, gentle, sweet spirit today,"" WEAA wrote in a tweet Thursday. A WEAA post online notes Womack, who also went by Tyra Phillips, is survived by her mother, sister, and son. Police are asking anyone who may know where Green is to call 911 or 410-637-8970. (Read more Baltimore stories.)",neg,"https://www.newser.com/story/292187/baltimore-cops-seek-suspect-in-killing-of-longtime-radio-host.html
"
"Lori Vallow's relatives confirmed Wednesday that the remains found on Chad Daybell's Idaho property are those of Vallow's missing children, 7-year-old Joshua ""JJ"" Vallow and 17-year-old Tylee Ryan. ""We are filled with unfathomable sadness that these two bright stars were stolen from us,"" the family says in a statement. ""This is the worst news we will ever get in our lives."" Officials have not yet confirmed the identities of the two sets of remains they found, nor have details on cause of death been released, but ABC News reports a prosecutor did confirm the remains are those of children. JJ and Tylee have been missing since September, and so-called ""cult mom"" Lori Vallow has long been suspected in their disappearance, Fox News reports. She and Daybell wed in November; they are said to have been fascinated with doomsday and end-times prophesies.Daybell was arrested and charged with felony counts of destroying and concealing evidence after the remains were found Tuesday; the dates of the alleged crimes listed on the criminal complaint are Sept. 8 and Sept. 22 of last year, the last known dates Tylee and JJ were seen, respectively. Vallow was arrested in Hawaii in February and charged with child abandonment and multiple other charges; she and Daybell were living there together at the time after fleeing Idaho. The couple is also under scrutiny for the deaths of their former spouses, Fox 10 reports. Daybell's brother also released a statement late Wednesday: ""We are devastated by today's news and the apparent role that Chad has played in what has transpired,"" it says. ""Some in our extended family are still struggling to accept the reality that Chad could have been involved in something so terribly wrong."" (Read more Lori Vallow stories.)",neg,"https://www.newser.com/story/292083/family-confirms-remains-are-those-of-missing-idaho-kids.html
"
"Prosecutors charged an Idaho man Wednesday with destroying or concealing two sets of human remains after police said they uncovered bodies at his home while searching for evidence in the case of his wife's two missing children, reports the AP. The remains, found at Chad Daybell's rural Idaho property Tuesday, have not yet been identified. But the finding marked a gruesome turn in an investigation that has drawn global attention for its ties to two other mysterious deaths and the couple's doomsday beliefs. In court documents, Madison County Prosecuting Attorney Rob Wood said he believes Daybell—who reportedly worked as a gravedigger while attending college in Utah—concealed the remains knowing that they were about to be used as evidence in a felony court proceeding.Per a criminal complaint obtained by EastIdahoNews.com, Daybell was charged with two felony counts: The first count alleges Daybell hid, altered, or destroyed human remains on his property between Sept. 8, 2019, and June 9, 2020; the second alleges the same, with the dates given as between Sept. 22, 2019, and June 9, 2020. Daybell married Lori Vallow Daybell a few weeks after authorities say her children were last seen on those dates in September. Police began searching for then-7-year-old Joshua ""JJ"" Vallow and 17-year-old Tylee Ryan in November after relatives alerted them to their concerns. Police in the small town of Rexburg say Chad and Lori Daybell lied to investigators about the children’s whereabouts before quietly leaving Idaho. They were found in Hawaii months later.(Read more Chad Daybell stories.)",neg,"https://www.newser.com/story/292071/chad-daybell-charged-with-hiding-human-remains.html
"
"Police may have made a grim breakthrough in the months-long search for two missing Idaho children. Rexburg Police Sgt. Gary Hagen says human remains were found at the Fremont County home of Chad Daybell, husband of mother Lori Vallow Daybell, who has been charged with child abandonment in connection with the case, the Idaho Statesman reports. Police say Daybell has been taken into custody but he has not been arrested or charged yet. The children, 7-year-old Joshua ""JJ"" Vallow, and 17-year-old Tylee Ryan, have not been seen since September last year and police have accused the couple of lying about their whereabouts. Police declined to say Tuesday whether multiple bodies were found at the home, reports KUTV.Police said earlier Tuesday that they and FBI investigators were searching Daybell's home for a second time in connection with the case, the AP reports. In a Jan. 3 raid, investigators seized 43 items from the home and used probes and rakes to search several sections of the yard, reports the East Idaho News. The Idaho attorney general's office said earlier this ear that it was investigating Daybell in connection with the death of his then-wife Tammy Daybell at the home in October. He married Lori Vallow two weeks later. Vallow's former husband, Charles Vallow, was killed by her brother, Alex Cox, in July. Cox died in December from what an autopsy determined was a blood clot. (Another Vallow allegation involves zombies and demons.)",neg,"https://www.newser.com/story/292031/cops-human-remains-found-at-daybell-home.html
"
